openEpochMillis,closeEpochMillis,open,high,low,close,volume,sourceBars
1527811200000,1527811679999,88505.70644130059,88506.12200249096,88500.6753480354,88503.11237596288,0,8
1527811680000,1527812159999,88503.11237596288,88506.13633187917,88500.976424815,88503.5567111551,0,8
1527812160000,1527812639999,88503.70004087653,88504.27333921971,88501.82082513323,88503.11094259162,0,8
1527812640000,1527813119999,88503.11094259162,88503.70004087653,88501.1183578672,88502.10896580094,0,8
1527813120000,1527813599999,88502.25088277966,88506.13633187917,88502.12330094076,88504.41665867016,0,8
1527813600000,1527814079999,88504.5456444194,88505.11889428772,88502.9833717251,88503.9866941565,0,8
1527814080000,1527814559999,88503.9866941565,88507.13933803274,88503.2686122004,88505.83541041464,0,8
1527814560000,1527815039999,88506.12056955101,88510.71924956737,88505.69211129636,88509.55903445932,0,8
1527815040000,1527815519999,88509.55903445932,88513.72801977566,88509.41578869069,88511.13603472307,0,8
1527815520000,1527815999999,88511.13603472307,88518.738240731,88510.7049267447,88512.86887265049,0,8
1527816000000,1527816479999,88512.86887265049,88517.14955673766,88512.13710747576,88515.86124927127,0,8
1527816480000,1527816959999,88515.86124927127,88515.87413316756,88510.29098830589,88514.71594772645,0,8
1527816960000,1527817439999,88515.01517041323,88516.16186919254,88510.86390892645,88511.58001354679,0,8
1527817440000,1527817919999,88511.70890693262,88513.29845543974,88510.0045156862,88510.0045156862,0,8
1527817920000,1527818399999,88510.13199701537,88515.28861489531,88508.6995290669,88513.85688547828,0,8
1527818400000,1527818879999,88513.72801977566,88516.16186919254,88512.42495104695,88514.30074352109,0,8
1527818880000,1527819359999,88514.00006764465,88515.87413316756,88512.13710747576,88515.71666218588,0,8
1527819360000,1527819839999,88516.00440274183,88519.72424286451,88514.71594772645,88518.87992190984,0,8
1527819840000,1527820319999,88518.738240731,88520.0261776296,88516.16186919254,88518.86704188563,0,8
1527820320000,1527820799999,88519.02303217388,88520.16927149058,88518.293148414,88518.5808148446,0,8
1527820800000,1527821279999,88518.5808148446,88520.29662330476,88517.2912604268,88517.86521139738,0,8
1527821280000,1527821759999,88518.30746037232,88518.59512639123,88513.28413631074,88514.28642582722,0,8
1527821760000,1527822239999,88514.42960184353,88514.5870930938,88511.13603472307,88512.43783937128,0,8
1527822240000,1527822719999,88512.56815371741,88512.99774942495,88510.13199701537,88511.4367967251,0,8
1527822720000,1527823199999,88511.72179617983,88512.13853955382,88509.41722115854,88510.99281154267,0,8
1527823200000,1527823679999,88511.13460250142,88512.58247387166,88509.56046690665,88510.41989830737,0,8
1527823680000,1527824159999,88510.41989830737,88513.01206896403,88505.83541041464,88511.58001354679,0,8
1527824160000,1527824639999,88511.8521198573,88512.42495104695,88509.41578869069,88511.72322831738,0,8
1527824640000,1527825119999,88511.8521198573,88513.28413631074,88510.86390892645,88511.13603472307,0,8
1527825120000,1527825599999,88511.42104274948,88511.56569195692,88505.83541041464,88505.83541041464,0,8
1527825600000,1527826079999,88505.83541041464,88507.28118364039,88503.54094476033,88505.2750991795,0,8
1527826080000,1527826559999,88505.2750991795,88506.83844674975,88499.38491629816,88505.99303707304,0,8
1527826560000,1527827039999,88506.12200249096,88510.14775302185,88506.12200249096,88509.56046690665,0,8
