openEpochMillis,closeEpochMillis,open,high,low,close,volume,sourceBars
1527811200000,1527811679000,1.54609,1.54639,1.54524,1.54568,1065780000,8
1527811680000,1527812159000,1.54567,1.5461,1.54534,1.54605,973150000,8
1527812160000,1527812639000,1.54605,1.54652,1.54586,1.54587,750130000,8
1527812640000,1527813119000,1.54587,1.54597,1.54547,1.54572,594640000,8
1527813120000,1527813599000,1.54572,1.54572,1.54484,1.54487,788980000,8
1527813600000,1527814079000,1.54487,1.54539,1.54485,1.54533,875710000,8
1527814080000,1527814559000,1.54535,1.54578,1.54495,1.54516,1054570000,8
1527814560000,1527815039000,1.54516,1.54584,1.54515,1.54557,1013490000,8
1527815040000,1527815519000,1.54557,1.5459,1.54507,1.54516,1072480000,8
1527815520000,1527815999000,1.54517,1.54553,1.54489,1.54552,1173190000,8
1527816000000,1527816479000,1.54552,1.54627,1.5451,1.54596,1314630000,8
1527816480000,1527816959000,1.54596,1.54641,1.54587,1.54599,1025250000,8
1527816960000,1527817439000,1.546,1.54626,1.54564,1.54596,1019600000,8
1527817440000,1527817919000,1.54595,1.54622,1.54561,1.54608,963950000,8
1527817920000,1527818399000,1.54607,1.54614,1.54525,1.54525,1240080000,8
1527818400000,1527818879000,1.54524,1.54609,1.5452,1.54569,859710000,8
1527818880000,1527819359000,1.54571,1.54607,1.54542,1.54587,1050260000,8
1527819360000,1527819839000,1.54587,1.54607,1.54537,1.54563,911520000,8
1527819840000,1527820319000,1.54563,1.54585,1.54537,1.54547,912490000,8
1527820320000,1527820799000,1.54547,1.54572,1.5452,1.54567,831520000,8
1527820800000,1527821279000,1.5457,1.54608,1.54555,1.54579,637570000,8
1527821280000,1527821759000,1.54579,1.54603,1.54563,1.54584,836080000,8
1527821760000,1527822239000,1.54584,1.54584,1.5452,1.5452,1352660000,8
1527822240000,1527822719000,1.5452,1.54625,1.54514,1.54603,892870000,8
1527822720000,1527823199000,1.54602,1.54727,1.54579,1.54687,863090000,8
1527823200000,1527823679000,1.54684,1.54761,1.5467,1.54738,1206570000,8
1527823680000,1527824159000,1.54738,1.54744,1.54683,1.54697,608110000,8
1527824160000,1527824639000,1.54701,1.54713,1.54681,1.54713,375530000,8
1527824640000,1527825119000,1.54714,1.54725,1.54689,1.54702,475920000,8
1527825120000,1527825599000,1.54699,1.54719,1.54676,1.54716,565570000,8
1527825600000,1527826079000,1.54716,1.5477,1.54716,1.5473,458250000,8
1527826080000,1527826559000,1.54728,1.54755,1.54711,1.54727,645310000,8
1527826560000,1527827039000,1.54726,1.54772,1.54714,1.54763,401180000,8
1527827040000,1527827519000,1.54761,1.54776,1.54726,1.54728,474340000,8
1527827520000,1527827999000,1.54728,1.5475,1.54707,1.54733,437390000,8
1527828000000,1527828479000,1.54733,1.54733,1.54697,1.54711,539270000,8
1527828480000,1527828959000,1.54711,1.54728,1.54697,1.547,557760000,8
1527828960000,1527829439000,1.54701,1.54724,1.54671,1.54687,758260000,8
1527829440000,1527829919000,1.54688,1.54761,1.54661,1.54738,1595240000,8
1527829920000,1527830399000,1.54739,1.54761,1.54706,1.54714,540930000,8
1527830400000,1527830879000,1.5472,1.54752,1.54693,1.54712,616530000,8
1527830880000,1527831359000,1.54712,1.54767,1.54707,1.54723,931720000,8
1527831360000,1527831839000,1.54721,1.54745,1.54712,1.54724,720680000,8
