openEpochMillis,closeEpochMillis,open,high,low,close,volume,sourceBars
1488326400000,1488326879000,1.05691,1.05693,1.05652,1.05661,896940000,8
1488326880000,1488327359000,1.05664,1.05666,1.05634,1.05651,1312110000,8
1488327360000,1488327839000,1.05649,1.05658,1.05636,1.05647,976990000,8
1488327840000,1488328319000,1.05647,1.05664,1.05618,1.05621,1065000000,8
1488328320000,1488328799000,1.05621,1.05629,1.05605,1.05614,982120000,8
1488328800000,1488329279000,1.05614,1.05618,1.056,1.05601,883390000,8
1488329280000,1488329759000,1.05602,1.0562,1.05599,1.05615,742810000,8
1488329760000,1488330239000,1.05615,1.05628,1.05606,1.05609,732600000,8
1488330240000,1488330719000,1.05609,1.05626,1.05581,1.05617,1583090000,8
1488330720000,1488331199000,1.05618,1.05618,1.05551,1.0556,1591350000,8
1488331200000,1488331679000,1.05561,1.05597,1.05552,1.05593,1077990000,8
1488331680000,1488332159000,1.05592,1.05625,1.05578,1.05618,1487660000,8
1488332160000,1488332639000,1.05619,1.05657,1.05617,1.05652,1599670000,8
1488332640000,1488333119000,1.05652,1.05681,1.05638,1.05656,1958970000,8
1488333120000,1488333599000,1.05657,1.05744,1.05645,1.0572,1907560000,8
1488333600000,1488334079000,1.05722,1.05796,1.05675,1.05721,2557170000,8
1488334080000,1488334559000,1.05722,1.05786,1.05613,1.05679,3390280000,8
1488334560000,1488335039000,1.05679,1.05804,1.05636,1.05799,3602670000,8
1488335040000,1488335519000,1.05798,1.05894,1.05751,1.05778,3215380000,8
1488335520000,1488335999000,1.05778,1.05842,1.05718,1.05821,2673300000,8
1488336000000,1488336479000,1.05821,1.05881,1.05776,1.05869,1665260000,8
1488336480000,1488336959000,1.05868,1.05875,1.05783,1.05788,1855440000,8
1488336960000,1488337439000,1.0579,1.05805,1.05712,1.05729,1642070000,8
1488337440000,1488337919000,1.05729,1.05757,1.05651,1.05679,2264250000,8
1488337920000,1488338399000,1.05679,1.05682,1.05606,1.05629,1565520000,8
1488338400000,1488338879000,1.05629,1.05673,1.05627,1.05645,1320600000,8
1488338880000,1488339359000,1.05645,1.05667,1.05624,1.05643,1446850000,8
1488339360000,1488339839000,1.05643,1.05646,1.05567,1.05602,2015930000,8
1488339840000,1488340319000,1.05603,1.05603,1.05543,1.05556,1607840000,8
1488340320000,1488340799000,1.05556,1.05593,1.05552,1.05592,958150000,8
1488340800000,1488341279000,1.05592,1.056,1.05582,1.05587,1241230000,8
1488341280000,1488341759000,1.05588,1.05595,1.0557,1.05572,1030640000,8
1488341760000,1488342239000,1.05573,1.05578,1.05548,1.05551,1061380000,8
1488342240000,1488342719000,1.05551,1.0556,1.05521,1.05521,928230000,8
1488342720000,1488343199000,1.05521,1.05525,1.0551,1.05524,883860000,8
1488343200000,1488343679000,1.05524,1.05534,1.05508,1.05518,1082040000,8
1488343680000,1488344159000,1.05517,1.05526,1.0551,1.0552,867010000,8
1488344160000,1488344639000,1.05521,1.05542,1.05517,1.05537,860410000,8
1488344640000,1488345119000,1.05538,1.05538,1.05522,1.05528,707140000,8
1488345120000,1488345599000,1.05528,1.05532,1.05516,1.05522,607000000,8
1488345600000,1488346079000,1.05521,1.05527,1.05515,1.05523,722680000,8
1488346080000,1488346559000,1.05524,1.05557,1.05516,1.05546,1078940000,8
1488346560000,1488347039000,1.05545,1.05566,1.05542,1.05555,892790000,8
1488347040000,1488347519000,1.05556,1.05559,1.05533,1.05539,753770000,8
1488347520000,1488347999000,1.05537,1.05566,1.05536,1.05555,1189660000,8
1488348000000,1488348479000,1.05555,1.05566,1.05542,1.05566,1043170000,8
1488348480000,1488348959000,1.05566,1.05589,1.0556,1.0557,1143270000,8
1488348960000,1488349439000,1.05571,1.05603,1.05571,1.0559,918070000,8
1488349440000,1488349919000,1.0559,1.0559,1.05556,1.05566,1130670000,8
1488349920000,1488350399000,1.05564,1.05567,1.05546,1.05546,787290000,8
1488350400000,1488350879000,1.05545,1.0559,1.05535,1.0559,1000050000,8
1488350880000,1488351359000,1.05591,1.05594,1.05546,1.05582,1018120000,8
1488351360000,1488351839000,1.05581,1.05582,1.05469,1.05485,1349930000,8
1488351840000,1488352319000,1.05485,1.05486,1.05401,1.05415,2355380000,8
1488352320000,1488352799000,1.05414,1.05428,1.05376,1.05398,2461540000,8
1488352800000,1488353279000,1.05398,1.05447,1.05396,1.05445,2011220000,8
1488353280000,1488353759000,1.05445,1.05446,1.05388,1.05395,2253660000,8
1488353760000,1488354239000,1.05396,1.05467,1.05386,1.0545,2175720000,8
1488354240000,1488354719000,1.0545,1.05464,1.05404,1.05413,2476190000,8
1488354720000,1488355199000,1.05413,1.05429,1.05387,1.05402,1597170000,8
1488355200000,1488355679000,1.05403,1.05408,1.05296,1.05303,2703670000,8
1488355680000,1488356159000,1.05303,1.05393,1.05259,1.05393,2648440000,8
1488356160000,1488356639000,1.05391,1.05437,1.05376,1.05417,2283040000,8
1488356640000,1488357119000,1.05418,1.05419,1.05298,1.05321,2228630000,8
1488357120000,1488357599000,1.0532,1.05363,1.05314,1.05359,1950380000,8
1488357600000,1488358079000,1.0536,1.05413,1.05358,1.05402,1889710000,8
1488358080000,1488358559000,1.05401,1.05434,1.05382,1.05412,1607140000,8
1488358560000,1488359039000,1.05411,1.0546,1.0541,1.05433,1760860000,8
1488359040000,1488359519000,1.05434,1.05467,1.05385,1.05423,2287180000,8
1488359520000,1488359999000,1.05424,1.05455,1.05418,1.05429,1860820000,8
1488360000000,1488360479000,1.05427,1.05454,1.05387,1.05436,1944920000,8
1488360480000,1488360959000,1.05435,1.05455,1.05345,1.05394,2393190000,8
1488360960000,1488361439000,1.05393,1.05435,1.05374,1.05419,1907740000,8
1488361440000,1488361919000,1.05418,1.05472,1.05393,1.05459,2062380000,8
1488361920000,1488362399000,1.05459,1.05462,1.05396,1.05396,2072890000,8
1488362400000,1488362879000,1.05398,1.05421,1.05364,1.05364,1503730000,8
1488362880000,1488363359000,1.05363,1.05406,1.05353,1.05384,1689420000,8
1488363360000,1488363839000,1.05385,1.05405,1.05369,1.05395,1855120000,8
1488363840000,1488364319000,1.05393,1.05395,1.05338,1.05373,2215820000,8
1488364320000,1488364799000,1.05373,1.05374,1.05336,1.05354,1519000000,8
1488364800000,1488365279000,1.05354,1.05396,1.05343,1.05383,1938650000,8
1488365280000,1488365759000,1.05384,1.05431,1.0537,1.05431,1925480000,8
1488365760000,1488366239000,1.0543,1.05459,1.05412,1.05445,2527330000,8
1488366240000,1488366719000,1.05445,1.05451,1.05376,1.05386,1964710000,8
1488366720000,1488367199000,1.05386,1.05426,1.0536,1.05369,2086930000,8
1488367200000,1488367679000,1.05368,1.05389,1.05339,1.05364,1937690000,8
1488367680000,1488368159000,1.05364,1.05402,1.05341,1.05365,2258860000,8
1488368160000,1488368639000,1.05366,1.05369,1.05266,1.05347,3194090000,8
1488368640000,1488369119000,1.05347,1.05373,1.0532,1.05325,2363300000,8
1488369120000,1488369599000,1.05324,1.05359,1.0532,1.05354,2071940000,8
1488369600000,1488370079000,1.05354,1.05363,1.05295,1.0531,1598730000,8
1488370080000,1488370559000,1.05309,1.05309,1.05248,1.05269,2927270000,8
1488370560000,1488371039000,1.05268,1.053,1.05248,1.05253,1886930000,8
1488371040000,1488371519000,1.05253,1.05267,1.05236,1.05249,1805730000,8
1488371520000,1488371999000,1.0525,1.05286,1.05241,1.05281,1774410000,8
1488372000000,1488372479000,1.05282,1.05321,1.0526,1.05321,1860110000,8
1488372480000,1488372959000,1.0532,1.05339,1.05281,1.05326,2564480000,8
1488372960000,1488373439000,1.05326,1.05329,1.05231,1.05263,2485550000,8
1488373440000,1488373919000,1.05265,1.05324,1.05257,1.05315,2593590000,8
1488373920000,1488374399000,1.05317,1.05336,1.05314,1.05325,1882190000,8
1488374400000,1488374879000,1.05323,1.05323,1.05189,1.05202,2936050000,8
1488374880000,1488375359000,1.052,1.05262,1.05142,1.052,3675500000,8
1488375360000,1488375839000,1.05197,1.05257,1.0519,1.0521,3673100000,8
1488375840000,1488376319000,1.05209,1.05246,1.05204,1.05245,2619600000,8
1488376320000,1488376799000,1.05244,1.05263,1.05227,1.05253,2050510000,8
1488376800000,1488377279000,1.05254,1.05256,1.05226,1.05254,2376870000,8
1488377280000,1488377759000,1.05252,1.05268,1.05223,1.05258,2240230000,8
1488377760000,1488378239000,1.05259,1.0526,1.05201,1.05245,1800400000,8
1488378240000,1488378719000,1.05244,1.05265,1.05234,1.05263,1643560000,8
1488378720000,1488379199000,1.05262,1.05375,1.05262,1.05372,2495060000,8
1488379200000,1488379679000,1.05373,1.05374,1.05331,1.05356,1993050000,8
1488379680000,1488380159000,1.05355,1.05358,1.0529,1.0532,3062280000,8
1488380160000,1488380639000,1.05319,1.05399,1.0525,1.05387,3109000000,8
1488380640000,1488381119000,1.05389,1.05443,1.0535,1.0539,3194810000,8
1488381120000,1488381599000,1.05392,1.05469,1.05385,1.05438,2749760000,8
1488381600000,1488382079000,1.05441,1.05443,1.05389,1.05401,2510380000,8
1488382080000,1488382559000,1.05402,1.05481,1.05386,1.05464,2411150000,8
1488382560000,1488383039000,1.05464,1.05598,1.05448,1.05519,3145770000,8
1488383040000,1488383519000,1.0552,1.05576,1.05498,1.05575,1891330000,8
1488383520000,1488383999000,1.05574,1.05597,1.05551,1.05552,2294150000,8
1488384000000,1488384479000,1.05553,1.05567,1.05497,1.05509,2320270000,8
1488384480000,1488384959000,1.05509,1.05599,1.05501,1.05577,2026100000,8
1488384960000,1488385439000,1.05576,1.05595,1.05548,1.05581,1732200000,8
1488385440000,1488385919000,1.0558,1.05652,1.05571,1.05583,2362590000,8
1488385920000,1488386399000,1.05583,1.0569,1.05572,1.05685,1820920000,8
1488386400000,1488386879000,1.05685,1.05698,1.05662,1.05678,1815970000,8
1488386880000,1488387359000,1.05677,1.05684,1.05653,1.0567,1434630000,8
1488387360000,1488387839000,1.05668,1.0568,1.05621,1.05645,2333740000,8
1488387840000,1488388319000,1.05643,1.05706,1.05641,1.05687,1518350000,8
1488388320000,1488388799000,1.05686,1.05718,1.05686,1.05695,1378760000,8
1488388800000,1488389279000,1.05695,1.05696,1.05647,1.05651,1870040000,8
1488389280000,1488389759000,1.05651,1.05672,1.05645,1.05662,1578400000,8
1488389760000,1488390239000,1.05662,1.05672,1.05627,1.05638,1469530000,8
1488390240000,1488390719000,1.05636,1.05675,1.05632,1.05672,1538710000,8
1488390720000,1488391199000,1.05672,1.05679,1.05622,1.05634,1773740000,8
1488391200000,1488391679000,1.05634,1.0565,1.05625,1.05649,1272010000,8
1488391680000,1488392159000,1.05649,1.05658,1.05627,1.05631,1181590000,8
1488392160000,1488392639000,1.05631,1.05643,1.0563,1.05633,599330000,8
1488392640000,1488393119000,1.05633,1.0565,1.05612,1.05638,771640000,8
1488393120000,1488393599000,1.05638,1.05709,1.05638,1.05701,1371000000,8
1488393600000,1488394079000,1.05699,1.05709,1.05651,1.05694,1428270000,8
1488394080000,1488394559000,1.05693,1.05711,1.05668,1.0567,1151270000,8
1488394560000,1488395039000,1.05669,1.05692,1.05656,1.0566,902280000,8
1488395040000,1488395519000,1.0566,1.05661,1.05595,1.05598,1221640000,8
1488395520000,1488395999000,1.05598,1.05606,1.05549,1.05558,1248470000,8
1488396000000,1488396479000,1.05558,1.05562,1.05512,1.0553,1751790000,8
1488396480000,1488396959000,1.0553,1.05532,1.05468,1.05502,1449870000,8
1488396960000,1488397439000,1.05501,1.05501,1.05473,1.05498,927970000,8
1488397440000,1488397919000,1.05497,1.05505,1.05456,1.05499,1064570000,8
1488397920000,1488398399000,1.05499,1.05504,1.0543,1.05442,1428200000,8
1488398400000,1488398879000,1.0544,1.0551,1.05428,1.05485,2010230000,8
1488398880000,1488399359000,1.05486,1.05514,1.05486,1.05497,963050000,8
1488399360000,1488399839000,1.05499,1.05549,1.05499,1.05547,1090880000,8
1488399840000,1488400319000,1.05546,1.05546,1.0548,1.05484,1076790000,8
1488400320000,1488400799000,1.05484,1.05504,1.05479,1.05494,743550000,8
1488400800000,1488401279000,1.05492,1.05508,1.05489,1.05504,756430000,8
1488401280000,1488401759000,1.05503,1.05521,1.05488,1.0551,793120000,8
1488401760000,1488402239000,1.0551,1.0551,1.05453,1.05474,1141530000,8
1488402240000,1488402719000,1.05473,1.05474,1.05446,1.05447,425250000,8
1488402720000,1488403199000,1.05448,1.05451,1.05419,1.05442,589930000,8
1488403200000,1488403679000,1.05442,1.05472,1.05441,1.05457,482570000,8
1488403680000,1488404159000,1.05458,1.05477,1.05451,1.05455,449420000,8
1488404160000,1488404639000,1.05455,1.05457,1.05444,1.05445,459330000,8
1488404640000,1488405119000,1.05445,1.05451,1.05438,1.05449,482110000,8
1488405120000,1488405599000,1.05446,1.05474,1.05443,1.05471,357710000,8
1488405600000,1488406079000,1.05471,1.05485,1.0545,1.05485,144090000,8
1488406080000,1488406559000,1.05485,1.05511,1.05483,1.05498,336650000,8
1488406560000,1488407039000,1.05498,1.05511,1.05486,1.05491,298570000,8
1488407040000,1488407519000,1.05491,1.05493,1.05476,1.05483,290670000,8
1488407520000,1488407999000,1.05484,1.05495,1.05483,1.05488,164770000,8
1488408000000,1488408479000,1.05491,1.05502,1.05491,1.05497,395910000,8
1488408480000,1488408959000,1.05496,1.0551,1.05495,1.05508,316760000,8
1488408960000,1488409439000,1.05506,1.05511,1.05446,1.05453,789710000,8
1488409440000,1488409919000,1.05454,1.05459,1.05392,1.05393,557180000,8
1488409920000,1488410399000,1.05392,1.05427,1.05387,1.05417,513650000,8
1488410400000,1488410879000,1.05416,1.05446,1.05415,1.05435,695370000,8
1488410880000,1488411359000,1.05435,1.05447,1.05388,1.05409,683170000,8
1488411360000,1488411839000,1.05408,1.05411,1.05355,1.05367,747620000,8
1488411840000,1488412319000,1.05366,1.0538,1.05365,1.05379,491570000,8
1488412320000,1488412799000,1.0538,1.0538,1.05346,1.05359,562610000,8
1488412800000,1488413279000,1.05358,1.05364,1.05312,1.05313,1243580000,8
1488413280000,1488413759000,1.05314,1.05335,1.05293,1.05334,1228510000,8
1488413760000,1488414239000,1.05332,1.05365,1.05327,1.05351,729550000,8
1488414240000,1488414719000,1.05351,1.05369,1.05328,1.05343,953620000,8
1488414720000,1488415199000,1.05344,1.0538,1.05338,1.05359,1033740000,8
1488415200000,1488415679000,1.0536,1.05362,1.05332,1.05354,420840000,8
1488415680000,1488416159000,1.05357,1.05418,1.05357,1.05409,1067840000,8
1488416160000,1488416639000,1.0541,1.05429,1.05402,1.05426,1307350000,8
1488416640000,1488417119000,1.05427,1.05445,1.054,1.05402,1195510000,8
1488417120000,1488417599000,1.05403,1.0542,1.05373,1.0542,1174720000,8
1488417600000,1488418079000,1.05421,1.05439,1.05404,1.05413,968280000,8
1488418080000,1488418559000,1.05412,1.05414,1.05386,1.05388,796870000,8
1488418560000,1488419039000,1.05388,1.05396,1.05368,1.05369,786350000,8
1488419040000,1488419519000,1.05372,1.05374,1.05333,1.05334,999520000,8
1488419520000,1488419999000,1.05334,1.05355,1.05333,1.05343,1138390000,8
1488420000000,1488420479000,1.05343,1.05343,1.05288,1.05294,1340160000,8
1488420480000,1488420959000,1.05294,1.05307,1.05287,1.05303,716330000,8
1488420960000,1488421439000,1.053,1.05318,1.05298,1.05318,988890000,8
1488421440000,1488421919000,1.05317,1.05319,1.05297,1.05305,770530000,8
1488421920000,1488422399000,1.05304,1.05305,1.05287,1.05292,923630000,8
1488422400000,1488422879000,1.05292,1.05296,1.05281,1.05283,902690000,8
1488422880000,1488423359000,1.05284,1.05309,1.05283,1.05302,567610000,8
1488423360000,1488423839000,1.05302,1.05305,1.05298,1.053,435180000,8
1488423840000,1488424319000,1.053,1.05339,1.05299,1.05317,1047310000,8
1488424320000,1488424799000,1.05317,1.0533,1.05306,1.05316,1128660000,8
1488424800000,1488425279000,1.05316,1.05328,1.05312,1.05319,874380000,8
1488425280000,1488425759000,1.05318,1.05323,1.05311,1.05314,825970000,8
1488425760000,1488426239000,1.05313,1.05319,1.05306,1.05318,1144700000,8
1488426240000,1488426719000,1.05318,1.05346,1.05314,1.05321,1089640000,8
1488426720000,1488427199000,1.0532,1.05328,1.05313,1.0532,682340000,8
1488427200000,1488427679000,1.05318,1.05318,1.05299,1.05309,913580000,8
1488427680000,1488428159000,1.05309,1.05322,1.05299,1.05318,883930000,8
1488428160000,1488428639000,1.05318,1.05336,1.05302,1.05332,1010870000,8
1488428640000,1488429119000,1.05331,1.05332,1.05294,1.05321,1233690000,8
1488429120000,1488429599000,1.05321,1.05335,1.05305,1.05328,996070000,8
1488429600000,1488430079000,1.05328,1.05344,1.0531,1.05338,980970000,8
1488430080000,1488430559000,1.05338,1.05347,1.05312,1.05336,1375340000,8
1488430560000,1488431039000,1.05336,1.05338,1.05318,1.05325,1274960000,8
1488431040000,1488431519000,1.05324,1.05324,1.05307,1.05319,436240000,8
1488431520000,1488431999000,1.05319,1.05333,1.05318,1.05329,558140000,8
1488432000000,1488432479000,1.05329,1.05335,1.05322,1.05329,608580000,8
1488432480000,1488432959000,1.05329,1.05333,1.05313,1.05318,677500000,8
1488432960000,1488433439000,1.05318,1.05325,1.05304,1.05308,976260000,8
1488433440000,1488433919000,1.05308,1.05318,1.05304,1.05318,528700000,8
1488433920000,1488434399000,1.05318,1.05329,1.05307,1.05308,685200000,8
1488434400000,1488434879000,1.0531,1.05325,1.05297,1.0532,816210000,8
1488434880000,1488435359000,1.05321,1.05354,1.05317,1.05337,1068330000,8
1488435360000,1488435839000,1.05338,1.05362,1.05338,1.05358,649290000,8
1488435840000,1488436319000,1.05357,1.05357,1.05321,1.0533,887390000,8
1488436320000,1488436799000,1.05331,1.05334,1.05296,1.05305,942140000,8
1488436800000,1488437279000,1.05305,1.05325,1.05301,1.05319,919870000,8
1488437280000,1488437759000,1.05318,1.05322,1.05273,1.05274,1387210000,8
1488437760000,1488438239000,1.05274,1.05283,1.05251,1.05254,1618220000,8
1488438240000,1488438719000,1.05254,1.05288,1.05222,1.05278,2344570000,8
1488438720000,1488439199000,1.0528,1.05312,1.05251,1.05309,1720450000,8
1488439200000,1488439679000,1.05309,1.05316,1.05291,1.05305,1745230000,8
1488439680000,1488440159000,1.05306,1.05326,1.05292,1.05308,1691870000,8
1488440160000,1488440639000,1.05308,1.05354,1.05294,1.05351,1557580000,8
1488440640000,1488441119000,1.05352,1.05375,1.05339,1.05368,1686550000,8
1488441120000,1488441599000,1.05368,1.05408,1.05327,1.05396,1719240000,8
1488441600000,1488442079000,1.05394,1.05439,1.05364,1.05421,2718190000,8
1488442080000,1488442559000,1.0542,1.05422,1.05368,1.05373,1676540000,8
1488442560000,1488443039000,1.05374,1.05377,1.05344,1.05362,1807490000,8
1488443040000,1488443519000,1.05363,1.05372,1.05312,1.05331,1883380000,8
1488443520000,1488443999000,1.05333,1.05402,1.0533,1.05391,1834820000,8
1488444000000,1488444479000,1.05391,1.05455,1.05373,1.05441,2295990000,8
1488444480000,1488444959000,1.0544,1.05456,1.05416,1.05417,1565710000,8
1488444960000,1488445439000,1.05418,1.05432,1.05374,1.05411,1843000000,8
1488445440000,1488445919000,1.05411,1.05438,1.05401,1.05406,1387110000,8
1488445920000,1488446399000,1.05405,1.05406,1.05339,1.0535,1888910000,8
1488446400000,1488446879000,1.0535,1.05362,1.05316,1.05335,1697900000,8
1488446880000,1488447359000,1.05335,1.0535,1.0527,1.05274,2047260000,8
1488447360000,1488447839000,1.05275,1.053,1.0524,1.05256,2407580000,8
1488447840000,1488448319000,1.05257,1.05297,1.05251,1.05277,2279710000,8
1488448320000,1488448799000,1.05278,1.05329,1.05251,1.05259,1608860000,8
1488448800000,1488449279000,1.05258,1.05314,1.05227,1.0529,2752330000,8
1488449280000,1488449759000,1.0529,1.05321,1.05259,1.05267,1666000000,8
1488449760000,1488450239000,1.05266,1.05307,1.05237,1.05306,1730850000,8
1488450240000,1488450719000,1.05307,1.05319,1.0525,1.0526,1328230000,8
1488450720000,1488451199000,1.0526,1.05322,1.05257,1.05311,1775380000,8
1488451200000,1488451679000,1.05312,1.05333,1.05309,1.0531,1024140000,8
1488451680000,1488452159000,1.0531,1.0532,1.053,1.053,1239380000,8
1488452160000,1488452639000,1.05301,1.05302,1.05254,1.05263,1558640000,8
1488452640000,1488453119000,1.05264,1.0527,1.0523,1.05235,1509810000,8
1488453120000,1488453599000,1.05235,1.05255,1.05205,1.05254,1727120000,8
1488453600000,1488454079000,1.05253,1.05254,1.05213,1.05236,1429690000,8
1488454080000,1488454559000,1.05237,1.0531,1.05237,1.05298,1638600000,8
1488454560000,1488455039000,1.05297,1.05305,1.05259,1.05259,1270990000,8
1488455040000,1488455519000,1.05258,1.05258,1.0521,1.05236,1799500000,8
1488455520000,1488455999000,1.05235,1.05243,1.05214,1.05225,1589900000,8
1488456000000,1488456479000,1.05225,1.05227,1.05171,1.05171,1941900000,8
1488456480000,1488456959000,1.05171,1.05181,1.05098,1.05102,2449420000,8
1488456960000,1488457439000,1.05103,1.05137,1.05082,1.05111,2585390000,8
1488457440000,1488457919000,1.05111,1.05143,1.05098,1.05125,2150320000,8
1488457920000,1488458399000,1.05126,1.05161,1.05096,1.05159,2133040000,8
1488458400000,1488458879000,1.0516,1.05179,1.05157,1.05172,1906860000,8
1488458880000,1488459359000,1.05171,1.05211,1.05168,1.052,1856210000,8
1488459360000,1488459839000,1.05199,1.05207,1.05145,1.05148,1877900000,8
1488459840000,1488460319000,1.05148,1.05172,1.0511,1.05112,2094090000,8
1488460320000,1488460799000,1.05113,1.05177,1.05112,1.05159,2260250000,8
1488460800000,1488461279000,1.05158,1.05177,1.05132,1.05171,1860850000,8
1488461280000,1488461759000,1.05171,1.0518,1.05085,1.05094,2397020000,8
1488461760000,1488462239000,1.05095,1.05154,1.05087,1.0515,2036190000,8
1488462240000,1488462719000,1.05148,1.05175,1.05137,1.0515,1717330000,8
1488462720000,1488463199000,1.05151,1.05168,1.0513,1.0514,1635080000,8
1488463200000,1488463679000,1.05139,1.05142,1.05021,1.05024,2423870000,8
1488463680000,1488464159000,1.05022,1.05056,1.05011,1.05045,2281780000,8
1488464160000,1488464639000,1.05047,1.05048,1.04994,1.05011,2070270000,8
1488464640000,1488465119000,1.0501,1.0505,1.0499,1.05048,2397010000,8
1488465120000,1488465599000,1.05046,1.05121,1.05042,1.05076,2665970000,8
1488465600000,1488466079000,1.05077,1.05105,1.05061,1.05088,2592160000,8
1488466080000,1488466559000,1.0509,1.05095,1.05005,1.05052,2279310000,8
1488466560000,1488467039000,1.05052,1.05137,1.05009,1.05125,2665490000,8
1488467040000,1488467519000,1.05124,1.05209,1.05073,1.05206,2508240000,8
1488467520000,1488467999000,1.05205,1.05207,1.05115,1.05132,2607490000,8
1488468000000,1488468479000,1.05133,1.05207,1.05119,1.05125,2848440000,8
1488468480000,1488468959000,1.05125,1.05161,1.05098,1.05157,2330740000,8
1488468960000,1488469439000,1.05158,1.05201,1.0514,1.05187,2101820000,8
1488469440000,1488469919000,1.05187,1.05242,1.05169,1.05225,2121680000,8
1488469920000,1488470399000,1.05224,1.05282,1.05183,1.05246,2404220000,8
1488470400000,1488470879000,1.05249,1.05279,1.0522,1.05239,2629290000,8
1488470880000,1488471359000,1.0524,1.05272,1.0522,1.05222,1989110000,8
1488471360000,1488471839000,1.05221,1.05252,1.05219,1.05227,1424190000,8
1488471840000,1488472319000,1.05226,1.0524,1.05181,1.05181,1649670000,8
1488472320000,1488472799000,1.05181,1.05213,1.05165,1.0518,1748430000,8
1488472800000,1488473279000,1.05179,1.05192,1.0515,1.05161,1722800000,8
1488473280000,1488473759000,1.05161,1.05171,1.05129,1.0513,1753380000,8
1488473760000,1488474239000,1.0513,1.05172,1.05129,1.05153,1915620000,8
1488474240000,1488474719000,1.05154,1.05173,1.05108,1.05115,1882790000,8
1488474720000,1488475199000,1.05114,1.05126,1.05099,1.05108,1588950000,8
1488475200000,1488475679000,1.05107,1.05115,1.05066,1.0508,1702160000,8
1488475680000,1488476159000,1.05081,1.051,1.05059,1.05091,1528000000,8
1488476160000,1488476639000,1.05089,1.05112,1.05068,1.05072,1287740000,8
1488476640000,1488477119000,1.05071,1.05087,1.05069,1.05073,1254950000,8
1488477120000,1488477599000,1.05072,1.05081,1.05049,1.05061,1297100000,8
1488477600000,1488478079000,1.05063,1.05083,1.0505,1.05052,1137620000,8
1488478080000,1488478559000,1.05054,1.05057,1.05025,1.05056,871520000,8
1488478560000,1488479039000,1.05056,1.05113,1.05051,1.05084,1199400000,8
1488479040000,1488479519000,1.05083,1.05117,1.05053,1.05054,1094360000,8
1488479520000,1488479999000,1.05055,1.05061,1.05031,1.05033,1249280000,8
1488480000000,1488480479000,1.05034,1.05055,1.05023,1.0503,1162650000,8
1488480480000,1488480959000,1.05028,1.05054,1.05008,1.05051,1186700000,8
1488480960000,1488481439000,1.05052,1.05067,1.05037,1.05037,1266330000,8
1488481440000,1488481919000,1.05039,1.05039,1.04981,1.04991,1213080000,8
1488481920000,1488482399000,1.0499,1.0499,1.04981,1.04986,990990000,8
1488482400000,1488482879000,1.04985,1.04987,1.04959,1.04968,1295220000,8
1488482880000,1488483359000,1.04966,1.04997,1.04948,1.04991,1510760000,8
1488483360000,1488483839000,1.04991,1.05012,1.04985,1.0499,1065430000,8
1488483840000,1488484319000,1.04991,1.05003,1.04975,1.05003,1016090000,8
1488484320000,1488484799000,1.05003,1.0504,1.05001,1.05015,899390000,8
1488484800000,1488485279000,1.05013,1.0504,1.04998,1.05021,913860000,8
1488485280000,1488485759000,1.05023,1.05056,1.05019,1.05043,1072040000,8
1488485760000,1488486239000,1.05042,1.05076,1.05033,1.05056,1596170000,8
1488486240000,1488486719000,1.05056,1.05065,1.05032,1.05058,875890000,8
1488486720000,1488487199000,1.05057,1.05063,1.05046,1.05063,481360000,8
1488487200000,1488487679000,1.05063,1.0508,1.05054,1.05063,745900000,8
1488487680000,1488488159000,1.05067,1.05089,1.05056,1.05056,937610000,8
1488488160000,1488488639000,1.05057,1.05078,1.05055,1.0507,1113030000,8
1488488640000,1488489119000,1.0507,1.05087,1.05061,1.05081,520970000,8
1488489120000,1488489599000,1.0508,1.05091,1.05053,1.05061,522160000,8
1488489600000,1488490079000,1.05061,1.05066,1.05056,1.0506,283670000,8
1488490080000,1488490559000,1.05061,1.05061,1.0505,1.05057,372790000,8
1488490560000,1488491039000,1.05057,1.05067,1.05055,1.05064,559010000,8
1488491040000,1488491519000,1.05065,1.05087,1.05061,1.05076,429890000,8
1488491520000,1488491999000,1.05078,1.05079,1.05048,1.05064,594490000,8
1488492000000,1488492479000,1.05055,1.05086,1.05028,1.0505,199500000,8
1488492960000,1488493439000,1.05054,1.05089,1.05045,1.05063,370540000,8
1488493440000,1488493919000,1.05063,1.05087,1.05055,1.0506,401950000,8
1488493920000,1488494399000,1.0506,1.05063,1.05051,1.05058,181670000,8
1488494400000,1488494879000,1.05059,1.05091,1.05056,1.05085,338230000,8
1488494880000,1488495359000,1.05084,1.05085,1.05067,1.05069,148310000,8
1488495360000,1488495839000,1.0507,1.05077,1.05049,1.05055,371500000,8
1488495840000,1488496319000,1.05055,1.05068,1.05047,1.05067,399710000,8
1488496320000,1488496799000,1.05066,1.05067,1.05045,1.05047,376410000,8
1488496800000,1488497279000,1.05049,1.05049,1.05032,1.05043,401200000,8
