openEpochMillis,closeEpochMillis,open,high,low,close,volume,sourceBars
1351728000000,1351728479000,82.831,82.848,82.822,82.837,468630000,8
1351728480000,1351728959000,82.841,82.867,82.839,82.862,200170000,8
1351728960000,1351729439000,82.863,82.909,82.858,82.886,471150000,8
1351729440000,1351729919000,82.886,82.914,82.885,82.899,478870000,8
1351729920000,1351730399000,82.899,82.932,82.883,82.927,478940000,8
1351730400000,1351730879000,82.927,82.927,82.892,82.893,581110000,8
1351730880000,1351731359000,82.888,82.932,82.888,82.898,711420000,8
1351731360000,1351731839000,82.899,82.935,82.856,82.858,880430000,8
1351731840000,1351732319000,82.856,82.872,82.838,82.867,487060000,8
1351732320000,1351732799000,82.871,82.888,82.825,82.855,727200000,8
1351732800000,1351733279000,82.854,82.882,82.761,82.78,1285350000,8
1351733280000,1351733759000,82.777,82.812,82.748,82.805,809610000,8
1351733760000,1351734239000,82.804,82.812,82.786,82.793,496190000,8
1351734240000,1351734719000,82.794,82.915,82.777,82.906,989600000,8
1351734720000,1351735199000,82.906,82.947,82.891,82.925,656820000,8
1351735200000,1351735679000,82.925,82.94,82.861,82.88,652600000,8
1351735680000,1351736159000,82.877,82.94,82.87,82.94,521270000,8
1351736160000,1351736639000,82.939,82.967,82.917,82.926,381950000,8
1351736640000,1351737119000,82.927,82.955,82.918,82.934,469680000,8
1351737120000,1351737599000,82.933,82.971,82.933,82.953,504090000,8
1351737600000,1351738079000,82.957,83.019,82.954,82.976,710660000,8
1351738080000,1351738559000,82.976,83.024,82.974,83.02,485840000,8
1351738560000,1351739039000,83.02,83.02,82.983,83.013,343630000,8
1351739040000,1351739519000,83.016,83.051,83.016,83.028,790150000,8
1351739520000,1351739999000,83.028,83.122,83.027,83.101,714310000,8
1351740000000,1351740479000,83.101,83.121,83.074,83.103,789930000,8
1351740480000,1351740959000,83.1,83.113,83.06,83.108,616960000,8
1351740960000,1351741439000,83.102,83.113,83.085,83.096,438800000,8
1351741440000,1351741919000,83.096,83.101,83.066,83.075,295520000,8
1351741920000,1351742399000,83.079,83.087,83.068,83.079,274030000,8
1351742400000,1351742879000,83.076,83.11,83.076,83.106,322450000,8
1351742880000,1351743359000,83.103,83.173,83.095,83.16,651680000,8
1351743360000,1351743839000,83.157,83.167,83.105,83.105,417450000,8
1351743840000,1351744319000,83.106,83.109,83.059,83.093,543310000,8
1351744320000,1351744799000,83.093,83.106,83.061,83.064,354820000,8
1351744800000,1351745279000,83.062,83.076,83.024,83.024,353010000,8
1351745280000,1351745759000,83.023,83.033,83.003,83.016,377510000,8
1351745760000,1351746239000,83.016,83.059,83.016,83.057,461550000,8
1351746240000,1351746719000,83.057,83.058,83.006,83.006,353080000,8
1351746720000,1351747199000,83.008,83.021,82.98,82.987,345290000,8
1351747200000,1351747679000,82.987,82.994,82.918,82.918,353880000,8
1351747680000,1351748159000,82.916,82.977,82.909,82.956,543810000,8
1351748160000,1351748639000,82.958,82.991,82.958,82.987,343300000,8
1351748640000,1351749119000,82.99,83.013,82.958,82.977,484710000,8
1351749120000,1351749599000,82.977,82.979,82.948,82.975,477390000,8
1351749600000,1351750079000,82.975,83.009,82.973,82.984,618700000,8
1351750080000,1351750559000,82.984,83.007,82.98,83.0,323940000,8
1351750560000,1351751039000,82.998,82.998,82.916,82.942,657620000,8
1351751040000,1351751519000,82.944,82.954,82.922,82.926,580330000,8
1351751520000,1351751999000,82.929,82.937,82.898,82.929,401440000,8
